,English,Spanish
1265,let quit,Renunciemos.
1266,let sing,Cantemos.
1267,let swim,Nademos.
1268,let talk,Conversemos.
1269,let vote,Votemos.
1270,let walk,Caminemos.
1271,let work,Trabajemos.
1272,lift up,Levántalo.
1273,look again,Mirá de nuevo.
1274,look again,Mira de nuevo.
1275,look again,Mire de nuevo.
1276,look again,Miren de nuevo.
1277,look ahead,Mirá hacia adelante.
1278,look ahead,Mira hacia adelante.
1279,look ahead,Mire hacia adelante.
1280,look ahead,Miren hacia adelante.
1281,look it,Míralo.
1282,look it,Obsérvalo.
1283,look it,Contémplalo.
1284,look me,Mírame.
1285,look us,Míranos.
1286,look us,Obsérvanos.
1287,look up,Búscalo.
1288,look up,Búsquenlo.
1289,look there,Mira allí.
1290,love last,El amor dura.
1291,mama cry,Mamá lloró.
1292,comment,Sin comentarios.
1294,problem,¡No hay problema!
1295,problem,¡Sin problemas!
1296,problem,Ningún problema.
1297,please sit,"Por favor, siéntese."
1298,please sit,"Por favor, siéntate."
1299,please sit,"Por favor, sentaos."
1300,quiet down,Baja la voz.
1301,replace it,Reemplazadlo.
1302,say cheese,Di patata.
1303,say cheese,Decid patata.
1304,say cheese,Di güisqui.
1305,say cheese,Decid güisqui.
1306,say cheese,Sonría.
1307,say please,"Di ""por favor""."
1309,smile,Sonrió.
1312,sing along,Canta.
1313,smell this,Huele esto.
1314,smell this,Olé esto.
1315,smell this,Huelan esto.
1316,smell this,Oled esto.
1317,smell this,Huela esto.
1318,stand back,¡Retrocede!
1319,start here,Empieza aquí.
1320,start over,Empieza de nuevo.
1321,stay alert,Mantente alerta.
1322,stay awake,Mantente consciente.
1323,stay awake,Mantente despierto.
1324,stay awake,No te duermas.
1325,stay close,Mantente cerca.
1326,stay close,No te alejes de aquí.
1327,stay close,Quédate a mi vera.
1328,stay sharp,Mantente alerta.
1329,stay still,No te muevas.
1330,stay still,Quieto.
1331,stay there,Quédate ahí.
1332,step aside,Hazte a un lado.
1333,step it,¡Más rápido!
1334,stop lie,Dejá de mentir.
1335,stop lie,Dejá de bolacear.
1336,stop there,Detente ahí.
1337,study hard,Estudia harto.
1338,take bus,Toma un bus.
1339,take note,Toma notas.
1340,take these,Llevate estos de aquí.
1341,take these,Quédate con estos.
1342,talk me,¡Háblame!
1343,talk me,¡Habla conmigo!
1344,talk me,¡Hablad conmigo!
1345,taste this,Prueben esto.
1346,taste this,Probá esto.
1347,taste this,Prueba esto.
1356,thats tom,Ése es Tom.
1357,thats her,Ésa es ella.
1358,thats her,Es ella.
1359,thats him,Ése es él.
1360,thats his,Eso le pertenece.
1361,thats his,Eso le pertenece a él.
1362,thats new,Es nuevo.
1363,thats wet,Está mojado.
1364,cheat,Engañaron.
1365,cheat,Hicieron trampas.
1366,stand,Se quedaron.
1367,stand,Se mantuvieron.
1371,theyre in,Ellos están dentro.
1372,theyre in,Ellas están dentro.
1373,theyre in,Ellos se apuntan.
1382,thisll do,Esto valdrá.
1383,thisll do,Con éste vale.
1384,thisll do,Esto me basta.
1385,time fly,El tiempo vuela.
1386,time up,Se acabó el tiempo.
1387,tom agree,Tom convino aquiescente.
1388,tom agree,Tom estuvo de acuerdo.
1389,tom agree,Tomás está de acuerdo.
1390,tom bite me,Tom me mordió.
1391,tom burp,Tomás eructó.
1392,tom call,Tom llamó.
1393,tom cheat,Tomás hace trampa.
1394,tom dance,Tomás bailó.
1395,tom dance,Tom baila.
1396,tom it,Tom lo hizo.
1397,tom drink,Tom bebe.
1398,tom drink,Tom toma.
1399,tom drive,Tomás conduce.
1400,tom fail,Tom reprobó.
1401,tom fail,Tom fracasó.
1402,tom forget,A Tom se le olvidó.
1403,tom fight,Tom peleó.
1404,tom fight,Tom luchó.
1405,tom gasp,Tom soltó un grito ahogado.
1406,tom gasp,Tom se quedó sin aliento.
1407,tom gasp,Tom dio un grito ahogado.
1408,tom goof,Tom metió la pata.
1409,tom get up,Tom se levantó.
1410,tom help,Tom ayudó.
1411,tom hit me,Tom me golpeó.
1412,tom bad,Tom es malo.
1413,tom big,Tom es grande.
1414,tom fat,Tom está gordo.
1415,tom fun,Tom es divertido.
1416,tom ill,Tom está malo.
1417,tom mad,Tom está loco.
1418,tom new,Tom es nuevo.
1419,tom odd,Tom es raro.
1420,tom old,Tom es viejo.
1421,tom out,Tom ha salido.
1422,tom sad,Tom está triste.
1423,tom shy,Tom es tímido.
1424,tom wet,Tom está mojado.
1425,tom jump,Tom saltó.
1426,tom look,Tom miró.
1427,tom moan,Tom gimió.
1428,tom nod,Tom asintió.
1429,tom obey,Tom obedeció.
1430,tom pause,Tom se detuvo.
1431,tom phone,Tomás llamó por teléfono.
1432,tom phone,Tomás telefoneó.
1433,tom pray,Tom rezó.
1434,tom pray,Tom rezaba.
1435,tom saw it,Tom lo vio.
1436,tom saw me,Tom me vio.
1437,tom saw us,Tom nos vio.
1438,tom shave,Tom se afeitó.
1439,tom shave,Tom se rasuró.
1440,tom sigh,Tom suspiró.
1441,tom smile,Tom sonrió.
1442,tom snore,Tom ronca.
1443,tom stay,Tom se quedó.
1444,tom talk,Tom charló.
1445,tom wait,Tomás esperó.
1446,tom walk,Tom caminó.
1447,tom ok,Tom estaba bien.
1448,tom wink,Tom hizo un guiño.
1449,tom wink,Tom lanzó un guiño.
1450,tom wink,Tom guiñó el ojo.
1451,tom work,Tom trabajó.
1452,tom yawn,Tom bostezó.
1453,tom yell,Tom gritó.
1454,tomll cry,Tom llorará.
1455,tomll die,Tom morirá.
1456,tomll pay,Tom pagará.
1457,toms busy,Tom está ocupado.
1458,toms dead,Tom ha muerto.
1459,toms deaf,Tom es sordo.
1460,toms die,Tom ha muerto.
1461,toms fast,Tom es rápido.
1462,toms free,Tom es libre.
1463,toms glad,Tom está contento.
1464,toms go,Tom se ha ido.
1465,toms here,Tom está aquí.
1466,toms home,Tom está en casa.
1467,toms hurt,Tom está herido.
1468,toms leave,Tom se ha marchado.
1469,toms mean,Tom es malo.
1470,toms safe,Tom está seguro.
1471,toms shoot,Tom fue disparado.
1472,toms sick,Tom está enfermo.
1473,toms ugly,Tom es feo.
1474,toms weak,Tom es débil.
1475,toms well,Tom está bien.
1476,try out,Pruébalo.
1477,turn on,Enciéndelo.
1478,turn right,Gira a la derecha.
1482,watch this,Mira esto.
1483,watch this,Mirá esto.
1484,watch this,Mirad esto.
1485,watch this,Mire esto.
1486,watch this,Miren esto.
1488,buy cds,Compramos cedés.
1496,laugh,Nos reímos.
1497,like it,Nos gusta.
1498,love it,Nos encanta.
1499,make it,Lo hicimos.
1500,must go,Nos debemos ir.
1501,must go,Debemos irnos.
1502,saw tom,Vimos a Tom.
1503,saw you,Te vimos.
1504,saw you,Te veíamos.
1505,want it,Lo queremos.
1506,well cook,Haremos la comida.
1507,well fail,Fracasaremos.
1508,well help,Ayudaremos.
1509,well help,Nosotros ayudaremos.
1510,well help,Echaremos la mano.
1511,well sing,Cantaremos.
1512,well wait,Esperaremos.
1513,well wait,Nosotras esperaremos.
1514,well walk,Nos vamos a caminar.
1515,well work,Trabajaremos.
1516,be back,Hemos vuelto.
1517,be back,Estamos de vuelta.
1518,be back,Hemos regresado.
1519,be busy,Estamos ocupados.
1520,be cold,Tenemos frío.
1521,be do,Terminamos.
1522,be even,Estamos a mano.
1523,be fine,Estamos bien.
1524,be here,Estamos acá.
1525,be home,Estamos en casa.
1526,be lose,Estamos perdidos.
1527,be poor,Somos pobres.
1528,be rich,Somos ricos.
1529,be rich,Somos ricas.
1530,be sick,Estamos hartos.
1531,be weak,Somos débiles.
1535,whats new,¿Qué hay de nuevo?
1536,whats new,¿Qué me cuentas?
1540,phone,¿Quién llamó por teléfono?
1543,whos here,¿Quién está aquí?
1544,whos next,¿Quién da la vez?
1545,whos that,¿Quién es?
1546,whos that,¿Quién es ése?
1547,whos that,¿Quién es ésa?
1548,wood burn,La madera arde.
1554,decide,Tú decides.
1555,may go,Puedes irte.
1556,may go,Podéis iros.
1557,may go,Pueden irse.
1558,may go,Podéis marcharos.
1559,may go,Pueden marcharse.
1560,may go,Podéis ir.
1561,may go,Podés irte.
1573,anyone home,¿Hay alguien en casa?
1574,anyone home,¿Alguien está en casa?
1575,anyone hurt,¿Alguien está herido?
1591,ask anybody,Pregúntale a cualquiera.
1592,creative,Sed creativos.
1593,discreet,Sé discreto.
1594,merciful,Sé clemente.
1595,prepare,Estate preparado.
1596,prepare,Estad preparados.
1597,punctual,Sé puntual.
1598,punctual,Sed puntuales.
1599,sensible,Sé razonable.
1600,sensible,Sed razonables.
1601,specific,Sé específico.
1602,specific,Sé específica.
1603,specific,Especifica más.
1604,thorough,Sé exhaustivo.
1605,tolerant,Sé tolerante.
1606,vigilant,Estate vigilante.
1607,watchful,Estate atento.
1608,beers good,La cerveza es buena.
1609,begin,¿Puedo comenzar?
1615,check again,Compruébalo otra vez.
1616,check again,Revísalo de nuevo.
1617,come aboard,Sube a bordo.
1618,come closer,Acercate.
1619,come see me,Ven a verme.
1620,come see me,Venid a verme.
1621,come see me,Vengan a verme.
1622,come see me,Venga a verme.
1623,comfort tom,Consuela a Tom.
1624,contact tom,Ponte en contacto con Tom.
1625,cook me,Cocíname.
1626,cook me,Cocina para mí.
1627,count in,Cuenta conmigo.
1628,count it,Cuenta con eso.
1629,count it,Cuente con eso.
1630,count me,Cuenta conmigo.
1631,tom die,¿Ha muerto Tom?
1634,again,¡Hacedlo de nuevo!
1635,again,Hazlo otra vez.
1636,later,Hazlo ahorita.
1637,later,Hazlo al ratito.
1639,argue,No discutáis.
1640,cheat,No copiéis.
1646,fight,No os peleéis.
1647,go in,No entres.
1648,go in,No entre usted.
1649,laugh,No te rías.
1650,leave,¡No te vayas!
1651,shoot,¡No dispares!
1652,shoot,¡No dispare!
1653,shoot,¡No disparéis!
1654,shout,No grites.
1655,shout,No chilles.
1656,smile,No sonrías.
1657,smile,No sonrían.
1658,smoke,No fumes.
1659,smoke,No fuméis.
1660,speak,No hables.
1661,worry,No te preocupes.
1662,worry,No os preocupéis.
1663,finish this,Termine esto.
1664,finish this,Termina esto.
1665,finish this,Terminá esto.
1666,finish this,Terminen esto.
1667,finish this,Terminad esto.
1668,flip coin,Lanza una moneda.
1669,flip coin,Tira una moneda al aire.
1670,get dress,Vístete.
1671,get here,¡Entra aquí!
1672,get serious,¡Ponte serio!
1673,go find tom,Ve a encontrar a Tom.
1674,go find tom,Vayan a encontrar a Tom.
1675,go find tom,Vete a buscar a Tom.
1676,go find out,Ve y descúbrelo.
1677,go help,Ve por ayuda.
1678,go get help,Ve a pedir ayuda.
1679,go help tom,Ve a ayudar a Tom.
1680,go home now,"Vete a casa, ahora."
1681,go meet tom,Ve a ver a Tom.
1682,go ahead,Ve por delante.
1683,go straight,Ve recto.
1684,go way,Ve por ahí.
1685,go way,Ve por allí.
1686,go sleep,Vete a dormir.
1687,go sleep,¡Váyanse a dormir!
1688,go tom,Andá con Tom.
1689,grab seat,Toma un asiento.
1697,find it,Él lo encontró.
1698,get away,Él se escapó.
1699,grow old,Él envejeció.
1703,help us,Él nos ayuda.
1704,alone,Él está solo.
1705,drink,Él está borracho.
1706,eight,Él tiene ocho años.
1707,happy,Es feliz.
1708,happy,Él está feliz.
1712,nasty,Él es un guarro.
1713,nasty,Él es asqueroso.
1714,nasty,Él da grima.
1716,young,Él es joven.
1717,like me,Le gusto.
1718,like me,Él me quiere.
1719,resign,Él renunció.
1720,stand up,Él se levantó.
1722,hes jerk,Él es pajero.
1723,hes liar,Él es un mentiroso.
1724,hes fake,Está fingiendo.
1725,hes in,No está aquí.
1726,hes in,No está en casa.
1727,hes in,Él no está en casa.
1728,hes in,Él no está adentro.
1729,hes skinny,Él está delgado.
1730,hes strong,Él es fuerte.
1731,hes stupid,Él es estúpido.
1732,hes stupid,No le llega agua al tanque.
1733,hes stupid,Es un salame.
1734,help out,Ayúdame.
1735,help out,Ayudame a salir.
1736,help out,Écheme la mano.
1737,help out,Ayúdame a salir.
1743,curious,¡Qué curioso!
1744,strange,¡Qué raro!
1745,strange,Qué raro.
1746,french,Soy francés.
1749,better,Estoy mejor.
1750,better,Soy mejor.
1751,better,Me encuentro mejor.
1753,hungry,Ya tengo hambre.
1754,hungry,Me pica el bagre.
1757,single,Estoy soltero.
1758,single,Estoy soltera.
1759,single,Soy soltero.
1760,taller,Yo soy más alto.
1761,apologize,Le pido disculpas.
1762,ask tom,Pregunté a Tom.
1763,blame tom,Yo culpo a Tom.
1764,buy it,Lo he comprado.
1765,buy it,Lo compré.
1767,share,Puedo compartir.
1768,cant eat,No puedo comer.
1769,cant say,No lo puedo decir.
1770,cant say,No puedo decir.
1771,confess,Confesé.
1772,cry lot,Lloro mucho.
1774,eat bread,Como pan.
1775,eat fruit,Como fruta.
1776,feel sick,Me siento mal.
1777,felt cold,Tenía frío.
1778,felt dumb,Me sentí estúpido.
1779,felt that,Sentí eso.
1780,forget it,Lo olvidé.
1781,find you,Ya te encontré.
1782,find you,Te encontré.
1783,get job,Encontré un trabajo.
1784,get angry,Me enfadé.
1786,hate cat,Odio los gatos.
1787,hate dog,Odio a los perros.
1788,hate dog,Odio los perros.
1789,hate milk,Odio la leche.
1790,hate rat,Odio a las ratas.
1791,hate sand,Odio la arena.
1792,hate sand,Yo odio la arena.
1793,hat tom,Yo odiaba a Tom.
1794,hat tom,Yo odié a Tom.
1799,hear that,Yo escucho eso.
1800,hear you,Te oí.
1801,hear you,Te he oído.
1802,hire tom,Contraté a Tom.
1803,know that,Lo sabía.
1804,know that,Yo sabía eso.
1805,know that,Yo sé eso.
1806,know them,Los conozco.
1807,know this,Esto lo sé.
1808,know this,Conozco esto.
1809,know this,Sé esto.
1810,like both,Me gustan los dos.
1811,like dog,Me gustan los perros.
1812,like jazz,Me gusta el jazz.
1813,like milk,Me gusta la leche.
1814,like rice,Me gusta el arroz.
1815,like rock,Me gusta el rock.
1816,like snow,Me gusta la nieve.
1817,like that,Me gusta eso.
1818,like them,Me gustan.
1819,like this,Me gusta esto.
1820,like wine,Me gusta el vino.
1821,like tom,Amaba a Tom.
1822,live here,Vivo aquí.
1823,live here,Yo vivo aquí.
1824,love beer,Me encanta la cerveza.
1825,love dog,Me encantan los perros.
1826,love fish,Me encanta el pescado.
1827,love golf,Me encanta el golf.
1828,love kid,Me encantan los niños.
1829,love kid,Me encantan los chicos.
1830,love life,Amo la vida.
1831,love math,Me encantan las matemáticas.
1832,love math,Amo las matemáticas.
1833,love rock,Me gusta el rock.
1834,love rock,Me encanta la música rock.
1835,love snow,Me encanta la nieve.
1836,love snow,Me gusta la nieve.
1837,love soup,Me encanta la sopa.
1838,love her,Yo la amaba.
1839,love her,La amaba.
1840,love her,Yo la quería.
1841,love you,Yo te quería.
1842,love you,Yo te quise.
1843,love you,Yo os quería.
1844,love you,Yo te amaba.
1845,love you,Yo os quise.
1846,love you,Yo os amaba.
1847,make that,Yo hice eso.
1848,mean that,A eso me refiero.
1849,miss it,Lo extrañaba.
1850,must hide,Debo esconderme.
1851,need help,Necesito ayuda.
1852,need help,¡Necesito ayuda!
1853,need mine,Necesito el mío.
1854,need mine,Necesito la mía.
1855,need them,Los necesito.
1856,need this,Necesito esto.
1857,need time,Necesito tiempo.
1858,need it,Yo lo necesité.
1859,never win,Yo nunca gano.
1860,often ski,Voy a esquiar con frecuencia.
1861,oversleep,Me quedé dormido.
1862,pay tax,Yo pago impuestos.
1863,read lips,Leo labios.
1864,say stop,Dije que alto.
1865,say stop,Dije que pararas.
1866,say stop,Dije que te detuvieras.
1867,say that,Yo dije eso.
1868,saw ufo,Yo vi un OVNI.
1869,saw dog,Vi a un perro.
1870,saw dog,Vi un perro.
1871,saw dog,Yo vi un perro.
1872,sell cars,Vendo autos.
1874,smell gas,Huelo a gas.
1875,smell gas,Huelo gas.
1876,thank you,Te lo agradezco.
1877,trust her,Yo confío en ella.
1878,trust him,Yo confío en él.
1879,trust you,Confío en ti.
1880,want mine,Quiero el mío.
1881,want mine,Yo quiero el mío.
1882,want mine,Yo quiero la mía.
1883,want more,Quiero más.
1884,want that,Quiero eso.
1885,want them,Los quiero.
1886,want them,Las quiero.
1887,want this,Quiero este.
1888,want this,Quiero esto.
1889,awake,Estaba despierto.
1890,dizzy,Estaba mareado.
1891,dizzy,Estaba mareada.
1892,drink,Estaba borracho.
1895,lucky,Tuve suerte.
1896,naive,Yo era ingenuo.
1897,naked,Estaba desnudo.
1898,right,Yo tenía razón.
1900,wrong,Estaba equivocado.
1901,go home,Me fui a casa.
1902,go too,Yo también fui.
1905,again,Gané otra vez.
1907,work here,Trabajo aquí.
1908,id ask tom,Yo le preguntaría a Tom.
1909,ill change,Cambiaré.
1910,ill try it,Lo probaré.
1911,im too,Yo también tengo 17 años.
1912,im baker,Soy panadero.
1913,im loser,Soy un perdedor.
1914,im loser,Soy una perdedora.
1915,im woman,Soy una mujer.
1916,im woman,Soy mujer.
1917,im home,Estoy en casa.
1918,im home,Ya estoy en casa.
1919,im home,Estoy en la casa.
1920,im baffle,Estoy desconcertado.
1921,im cook,Estoy cocinando.
1922,im curious,Tengo curiosidad.
1923,im dance,Estoy bailando.
1924,im engage,Estoy comprometida.
1925,im excite,Estoy emocionado.
1926,im excite,Estoy emocionada.
1927,im fast,Estoy ayunando.
1928,im finicky,Soy quisquilloso.
1929,im healthy,Estoy saludable.
1930,im jail,Estoy en la cárcel.
1931,im love,Estoy enamorada.
1932,im jittery,Estoy nervioso.
1933,im jittery,Estoy inquieto.
1934,im kid,Estoy jodiendo.
1935,im leave,Me voy.
1936,im marry,Estoy casado.
1937,im marry,Estoy casada.
1938,im marry,Soy casado.
1939,im marry,Soy casada.
1940,im nervous,Estoy nervioso.
1941,im neutral,Soy neutral.
1942,im liar,No soy ningún mentiroso.
1943,im tom,No soy Tom.
1944,im fat,No soy gorda.
1945,im fat,¡No estoy gorda!
1946,im old,No estoy viejo.
1947,im sad,No estoy triste.
1948,im shy,Yo no soy tímido.
1949,im patient,Soy paciente.
1950,im psyched,Estoy mentalizado.
1951,im read,Estoy leyendo.
1952,im rest,Estoy descansando.
1953,im selfish,Soy egoísta.
1954,im serious,Lo digo en serio.
1955,im serious,Hablo en serio.
1956,im slosh,Estoy borracho.
1957,im full,Estoy tan lleno.
1958,im starve,¡Me muero de hambre!
1959,im starve,Estoy muerto de hambre.
1960,im through,He terminado.
1961,im fat,Yo soy demasiado gordo.
1962,im trap,Estoy atrapado.
1963,im unlucky,Tengo mala suerte.
1964,im wait,Estoy esperando.
1965,im work,Estoy trabajando.
1966,im worry,Estoy preocupada.
1967,ignore them,Ignoralos.
1968,tom dead,¿Tom está muerto?
1969,tom do,¿Ha acabado Tom?
1970,tom good,¿Tom es bueno?
1971,tom here,¿Está aquí Tom?
1972,tom here,¿Está Tom?
1973,tom home,¿Tom está en casa?
1974,tom home,¿Está Tom en casa?
1975,tom hurt,¿Tom está herido?
1976,right,¿Está él bien?
1977,right,¿Se encuentra bien?
1978,right,¿Ha acertado?
1979,right,¿Está en lo cierto?
1980,right,¿Es lo que él dice?
1981,there,¿Está ahí?
1983,windy,¿Está ventoso?
1984,yours,¿Es suyo?
1985,yours,¿Es vuestro?
